Object ID,State GNIS Code,fips,State FIPS Postal Code,state,Area of Land (Square Meters),Area of Water (Square Meters),"Total Population Under 18 Years in Households (excluding householders, spouses, and unmarried partners)","Total Population Under 18 Years in Households (excluding householders, spouses, and unmarried partners) - Margin of Error",Population Under 18 Years in Family Households with Unmarried Partner of Householder Present,Population Under 18 Years in Family Households with Unmarried Partner of Householder Present - Margin of Error,Population Under 18 Years in Nonfamily Households with Unmarried Partner of Householder Present,Population Under 18 Years in Nonfamily Households with Unmarried Partner of Householder Present - Margin of Error,Population Under 18 Years in Married-Couple Family Households,Population Under 18 Years in Married-Couple Family Households - Margin of Error,Population Under 18 Years in Male Householder (no wife present) Family Households,Population Under 18 Years in Male Householder (no wife present) Family Households - Margin of Error,Population Under 18 Years in Female Householder (no husband present) Family Households,Population Under 18 Years in Female Householder (no husband present) Family Households - Margin of Error,Population Under 18 Years in Nonfamily Households with No Unmarried Partner of Householder Present,Population Under 18 Years in Nonfamily Households with No Unmarried Partner of Householder Present - Margin of Error,Percent of Children in Unmarried-Partner Families,Percent of Children in Unmarried-Partner Families - Margin of Error,Percent of Children in Married-Couple Families,Percent of Children in Married-Couple Families - Margin of Error,Percent of Children in Single-Male Householder Families,Percent of Children in Single-Male Householder Families - Margin of Error,Percent of Children in Single-Female Householder Families,Percent of Children in Single-Female Householder Families - Margin of Error,Population Under 18 Years in Nonfamily Households,Population Under 18 Years in Nonfamily Households - Margin of Error,Percent of Children in Nonfamily Households,Percent of Children in Nonfamily Households - Margin of Error,Total Population 18 Years and Over in Households,Total Population 18 Years and Over in Households - Margin of Error,Population 18 Years and Over who Lives Alone,Population 18 Years and Over who Lives Alone - Margin of Error,Population 18 Years and Over Living with Spouse,Population 18 Years and Over Living with Spouse - Margin of Error,Population 18 Years and Over Living with Unmarried Partner,Population 18 Years and Over Living with Unmarried Partner - Margin of Error,"Population 18 Years and Over, Child of Householder","Population 18 Years and Over, Child of Householder - Margin of Error",Population 18 Years and Over Living with Other Relatives,Population 18 Years and Over Living with Other Relatives - Margin of Error,Population 18 Years and Over Living with Other Nonrelatives,Population 18 Years and Over Living with Other Nonrelatives - Margin of Error,Total Population 18 to 34 Years in Households,Total Population 18 to 34 Years in Households - Margin of Error,Population 18 to 34 Years who Lives Alone,Population 18 to 34 Years who Lives Alone - Margin of Error,Population 18 to 34 Years Living with Spouse,Population 18 to 34 Years Living with Spouse - Margin of Error,Population 18 to 34 Years Living with Unmarried Partner,Population 18 to 34 Years Living with Unmarried Partner - Margin of Error,"Population 18 to 34 Years, Child of Householder","Population 18 to 34 Years, Child of Householder - Margin of Error",Population 18 to 34 Years Living with Other Relatives,Population 18 to 34 Years Living with Other Relatives - Margin of Error,Population 18 to 34 Years Living with Other Nonrelatives,Population 18 to 34 Years Living with Other Nonrelatives - Margin of Error,Total Population 35 to 64 Years in Households,Total Population 35 to 64 Years in Households - Margin of Error,Population 35 to 64 Years who Lives Alone,Population 35 to 64 Years who Lives Alone - Margin of Error,Population 35 to 64 Years Living with Spouse,Population 35 to 64 Years Living with Spouse - Margin of Error,Population 35 to 64 Years Living with Unmarried Partner,Population 35 to 64 Years Living with Unmarried Partner - Margin of Error,"Population 35 to 64 Years, Child of Householder","Population 35 to 64 Years, Child of Householder - Margin of Error",Population 35 to 64 Years Living with Other Relatives,Population 35 to 64 Years Living with Other Relatives - Margin of Error,Population 35 to 64 Years Living with Other Nonrelatives,Population 35 to 64 Years Living with Other Nonrelatives - Margin of Error,Total Population 65 Years and Over in Households,Total Population 65 Years and Over in Households - Margin of Error,Population 65 Years and Over who Lives Alone,Population 65 Years and Over who Lives Alone - Margin of Error,Population 65 Years and Over Living with Spouse,Population 65 Years and Over Living with Spouse - Margin of Error,Population 65 Years and Over Living with Unmarried Partner,Population 65 Years and Over Living with Unmarried Partner - Margin of Error,"Population 65 Years and Over, Child of Householder","Population 65 Years and Over, Child of Householder - Margin of Error",Population 65 Years and Over Living with Other Relatives,Population 65 Years and Over Living with Other Relatives - Margin of Error,Population 65 Years and Over Living with Other Nonrelatives,Population 65 Years and Over Living with Other Nonrelatives - Margin of Error,Percent of Population 18 Years and Over in Households Living Alone,Percent of Population 18 Years and Over in Households Living Alone - Margin of Error,Percent of Population 18 Years and Over in Households Living with Spouse,Percent of Population 18 Years and Over in Households Living with Spouse - Margin of Error,Percent of Population 18 Years and Over in Households Living with Unmarried Partner,Percent of Population 18 Years and Over in Households Living with Unmarried Partner - Margin of Error,"Percent of Population 18 Years and Over in Households, Child of Householder","Percent of Population 18 Years and Over in Households, Child of Householder - Margin of Error",Percent of Population 18 Years and Over in Households Living with Other Relatives,Percent of Population 18 Years and Over in Households Living with Other Relatives - Margin of Error,Percent of Population 18 Years and Over in Households Living with Other Nonrelatives,Percent of Population 18 Years and Over in Households Living with Other Nonrelatives - Margin of Error,x,y
1,01779775,01,AL,Alabama,131174048583,4593327154,1096099,529,56613,2888,3762,572,682758,5504,47148,2330,303152,4711,2666,446,5.2,0.26346805819184,62.3,0.501243729968693,4.3,0.212561902486757,27.7,0.429589621933116,6428,725,0.6,0.0661430548342311,3649318,512,548541,4286,1766655,12465,150583,3522,481684,6290,542140,6712,159715,5226,1035018,1240,82168,1949,267734,4813,73185,2679,355295,4541,162628,2825,94008,3570,1851666,1428,254013,3607,1091161,9660,69023,2423,122453,3159,261513,4767,53503,2509,762634,868,212360,3128,407760,2900,8375,783,3936,468,117999,2242,12204,990,15,0.117427666892719,48.4,0.341503136554638,4.1,0.0965094473676256,13.2,0.172351024072247,14.9,0.18391296691105,4.4,0.143203523484912,-86.8274553990687,32.8145858024608
2,01785533,02,AK,Alaska,1478839695958,245481577452,185349,217,16530,1208,783,196,129540,2046,10615,1220,27429,1520,452,146,8.9,0.651659825542986,69.9,1.10082670487222,5.7,0.658183589056803,14.8,0.819891523073439,1235,244,0.7,0.131641236762452,525663,206,65172,1658,251692,3250,41369,1647,62657,1728,64029,1934,40744,2067,179771,555,11973,802,53697,1778,20302,1184,51648,1371,19810,1010,22341,1500,269820,577,34619,1238,158500,2339,19222,1132,10822,785,32422,1210,14235,1090,76072,387,18580,829,39495,889,1845,283,187,113,11797,691,4168,594,12.4,0.315373780917697,47.9,0.617982037843715,7.9,0.313303429860313,11.9,0.328694531577326,12.2,0.367885359739065,7.8,0.393205975828817,-152.764723385957,65.2098453987811
3,01779777,04,AZ,Arizona,294198551143,1027337603,1629827,437,153085,4908,7061,783,1042438,7625,85871,2870,335699,6553,5673,821,9.4,0.301125724394623,64,0.467526641883368,5.3,0.176086642532475,20.6,0.40202928275124,12734,1135,0.8,0.0696389779085175,5159872,389,689439,5293,2399369,16305,364460,6137,627686,5964,741634,9938,337284,7551,1538903,1108,109180,2386,356255,4832,166630,3957,493377,4745,222207,4053,191254,5037,2481021,1159,306784,4009,1400872,11572,167949,3762,131819,3670,360931,6432,112666,3665,1139948,770,273475,3783,642242,4081,29881,1449,2490,369,158496,3473,33364,1836,13.4,0.102575118017762,46.5,0.315976764365227,7.1,0.118935866843508,12.2,0.115580624188324,14.4,0.192598628792264,6.5,0.146340009725291,-111.666425768911,34.3358729622346
4,00068085,05,AR,Arkansas,134768872727,2962859592,702358,664,47069,2550,3747,634,445133,4998,32535,1846,171824,4181,2050,386,6.7,0.363007428380881,63.4,0.709076028660684,4.6,0.26279244132986,24.5,0.594831018839174,5797,742,0.8,0.105641248565009,2203564,646,327401,3855,1117923,8509,120954,3130,231746,3593,302873,5789,102667,3516,632271,1175,48483,1748,193098,3666,61452,2473,171901,2961,95566,2866,61771,2540,1101257,1477,148153,2781,662354,5964,52886,2137,58191,1964,146636,3586,33037,1688,470036,853,130765,2234,262471,2293,6616,781,1654,302,60671,1746,7859,774,14.9,0.174889630999392,50.7,0.385860642586951,5.5,0.142033502991306,10.5,0.163024882565897,13.7,0.262679869149436,4.7,0.159553848842108,-92.4374160236616,34.9172622202176
5,01779778,06,CA,California,403503931312,20463871877,9047984,1018,776725,11711,20428,1492,6198130,20902,413378,6316,1610995,15478,28328,1995,8.6,0.129428543769813,68.5,0.230884179965251,4.6,0.0698037126725125,17.8,0.1710540013138,48756,2491,0.5,0.0275309279933518,29277809,924,3084063,10229,12869075,62303,1740235,12683,4399358,13751,4929381,35196,2255697,29098,9345720,2366,472362,4700,1859280,16028,781774,8766,3585727,12897,1380574,12032,1266003,16019,14750994,2292,1408170,11053,8518187,50063,849458,8583,792489,7811,2387512,23102,795178,14253,5181095,1798,1203531,9166,2491608,8032,109003,2628,21142,1026,1161295,7499,194516,4116,10.5,0.0349361419627777,44,0.212794871998602,5.9,0.0433190922384076,15,0.0469649181797657,16.8,0.12021273921349,7.7,0.0993855548292847,-119.270413662387,36.4025453954579
6,01779779,08,CO,Colorado,268422891711,1181621593,1256226,578,68929,2995,4510,612,910863,6379,66935,2955,201729,4615,3260,642,5.5,0.238399147708431,72.5,0.506693697980422,5.3,0.235215598856739,16.1,0.367295895237,7770,887,0.6,0.0706077405970588,4154258,567,578460,4603,2099953,13928,266506,4999,389872,4884,472176,8186,347291,8741,1301096,1169,107299,2248,361237,5562,144385,3251,318459,4577,140096,3752,229620,5811,2129181,1297,275565,3790,1332526,9838,108924,3049,69764,1961,242282,4888,100120,4120,723981,703,195596,2462,406190,2963,13197,835,1649,288,89798,2152,17551,1122,13.9,0.110785676935906,50.5,0.335199466548762,6.4,0.1203311797589,9.4,0.117559143216747,11.4,0.19704472655838,8.4,0.210407525910747,-105.547883098204,39.0268717810054
7,01779780,09,CT,Connecticut,12542497068,1815617571,750447,367,51556,2191,2078,363,507904,3930,28123,1361,158954,3616,1832,438,6.9,0.291939993766703,67.7,0.522640880947332,3.7,0.181349316798618,21.2,0.481734798790412,3910,569,0.5,0.0758210489275918,2715937,358,390285,3316,1320425,9622,164118,3431,360500,3893,347320,5660,133289,4825,721917,805,51723,1415,145087,3266,70861,2085,295600,2813,84878,2399,73768,2914,1432138,837,178749,2822,880848,7683,81575,2716,63608,2214,179965,3718,47393,2474,561882,645,159813,2450,294490,2628,11682,797,1292,212,82477,2022,12128,917,14.4,0.122079448416222,48.6,0.354221238387658,6,0.126325897791146,13.3,0.143328434077397,12.8,0.208392714562324,4.9,0.1776539003603,-72.7249540238571,41.6222299198289
8,01779781,10,DE,Delaware,5045925646,1399985648,202651,261,16462,1345,1055,302,126902,2150,9767,1131,48031,1949,434,179,8.1,0.663620155800385,62.6,1.05786732120823,4.8,0.558067832736164,23.7,0.961267419722487,1489,351,0.7,0.173201593435478,721750,259,97487,2134,348385,4326,47144,2147,93963,2242,98264,2775,36507,1779,197528,345,13865,862,43996,1637,19281,1320,73338,1871,26530,1302,20518,1423,361473,308,45154,1759,211391,3020,23536,1447,20183,1031,48622,1855,12587,988,162749,176,38468,1218,92998,1588,4327,533,442,130,23112,998,3402,546,13.5,0.29563051421312,48.3,0.599126174265264,6.5,0.297462188627217,13,0.310598743269318,13.6,0.384451119207177,5.1,0.246477556388566,-75.5007168547689,38.9947623323715
9,01702382,11,DC,District of Columbia,158340391,18687198,121060,204,7072,980,159,102,57820,1510,6409,980,49351,1827,249,84,5.8,0.80945608717987,47.8,1.24471605741562,5.3,0.809466784306453,40.8,1.50760475470817,408,132,0.3,0.109035362203408,523793,200,124201,1791,143416,2613,36995,1636,52083,1722,83744,1866,83354,2812,207195,424,32580,1285,32578,1359,20377,1252,36099,1636,24606,1221,60955,2324,238566,507,60503,1572,85796,1846,14843,943,15508,875,43159,1417,18757,1289,78032,410,31118,1002,25042,1000,1775,312,476,163,15979,691,3642,577,23.7,0.341809078479403,27.4,0.498751630744165,7.1,0.312325482627346,9.9,0.328733901072771,16,0.356195292369237,15.9,0.536818911274703,-77.0163132512105,38.904818087122
10,00294478,12,FL,Florida,138949136250,31361101223,4134767,958,351125,7719,16738,1503,2553962,14087,189741,5282,1009523,12087,13678,1466,8.5,0.186674878663699,61.8,0.34039563251349,4.6,0.127741588603032,24.4,0.292271284950779,30416,2100,0.7,0.0507885492807188,16029959,902,2188459,11751,7118057,46280,991391,10726,2167467,14481,2537929,27989,1026656,17925,4223519,2290,278645,5163,832752,11472,379307,7075,1631726,8551,616186,8567,484903,8603,7822302,2619,937668,8384,4201758,35254,507358,6877,520438,10186,1240984,15958,414096,10041,3984138,1729,972146,8619,2083547,8612,104726,2730,15303,1075,680759,8991,127657,3735,13.7,0.0733024628684599,44.4,0.288698597238724,6.2,0.0669113060827239,13.5,0.0903338953722541,15.8,0.174602041539386,6.4,0.11182128980168,-81.9322487419347,28.6538478054924
