fips,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17
18063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0.5,0,0.333,0,0,0.5,0.333,0.5,0.083,0.154,0.4,0.333,0.286,0.333,0.208,0.207,0.3,0.275,0.19,0.181,0.086,0.107,0.148,0.08,0.053,0.121,0.049,0.047,0.048,0.061,0.029,0.05,0.077,0.069,0.083,0.059,0.024,0.014,0.091,0.03,0.05,0.054,0.019,0.003,0.02,0.015,0.051,0.063,0.025,0.013,0.014,0.122,0.012,0.037,0.026,0.007,0.015,0.012,0.004,0.008,0.015,0.008,0.012
18065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,-0.5,3,0.5,0.167,0.143,0.375,0.182,0.231,0.188,0,0.053,0.1,0.045,0,-0.043,0.045,0.043,0.083,0.115,0.069,0,-0.097,0.036,0.034,0.033,0.032,0.031,0.061,0.057,0.027,0.053,0.05,0.071,0.022,0.087,-0.02,0,0.245,0.197,0.027,0.12,0.048,0.08,0.053,0.03,0.068,0.145,0.016
18067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1.5,0,0,0.2,0,0,0,0,0.167,0.286,0.333,0.167,0.143,0.25,0.2,0.042,0.08,0,0.185,0.156,0.189,-0.045,0.095,0,0.043,0.042,0,0.2,0.017,0,0.115,0,0.059,-0.014,0.056,0.013,0.066,0.025,0.41,0.308,0.039,0.069,0.018,0.023,0.051,0.032,0.057,0.044,0.042,0.023,0.04,0.034,0.012,0.045,0.016,-0.008,0.008,0.011,0.087,0
18069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0.5,0,0.667,-0.2,0,0.5,0,0,0,0,0.167,-0.143,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0.286,0,0,0,0,0.111,0.1,0,0,0.091,0,0.083,0,0.077,0,0.214,0,0.059,0.056,0.053,0.05
18071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0.75,0,0.143,0,0.25,0.9,0.316,0.12,0.286,0.028,0.081,0.15,0.152,0.075,0.123,0.094,0,0,0.057,0.041,0,0.091,0.071,-0.011,0.101,-0.01,0.031,0.01,0.069,0.056,0.044,0.059,0.024,0.078,0.137,0.038,0.012,0.006,0.108,0.027,0.163,0.145,0.091,0.014,0.014,0.011,0.049,0.017,0.029,0.025,0.022
18073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.333,0.25,0.2,0,0.333,0.125,0.222,0.182,0.154,-0.2,0.25,0,-0.067,0.143,-0.062,0.067,0.062,0.059,0,0.056,0,0.158,-0.045,0.048,0.136,0.04,-0.077,0.125,0.259,-0.059,-0.125,0.071,0.067,0,0.062,0,0,0.088,0,0.027,0,0,-0.026,0.027,0.053,0.025,-0.024,0.025,0,0.049,0.023,0
18075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0.5,0,0,0,0.333,0,0,0,0.75,0,0,0,0.143,0,0.125,0.111,-0.1,0,0.111,0,0.1,0,0.182,0,0.154,0.067,0.062,0,0,0.118,0,0,0,0,0.158,0.045,0,0,0,0.043,0.083,0.115,0.034
18077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0.667,0,0,0.2,0,0.167,0.429,0,0.3,-0.077,0,0.333,-0.062,0,0.2,0,0,0.111,0.05,0,0.048,0,0,0,0.227,0,0,0,0.111,0.033,0,0,0,0,0.065,0.061,0,0.029,0,0,0,0,0,-0.028,0.029
18079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0.5,0.333,0.25,1,0.3,0.077,0.071,0.133,0.353,0.348,0.129,0,0.057,0.108,0.024,0.071,0.022,0.174,0.037,0,0.036,0.034,0.05,0,0,0.016,0,0,0,0.047,0.015,0.044,0.014,0.014,0,0.027,0.027,0.039,0.038,0.012,0,0.048,0.011,0.022,0.044,0.021,0.01,0,0.02,0.1,0.009,0.018,0.009,0.035
18081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.333,0.75,0.714,0.167,0.286,0.333,0.5,0.167,0.238,0.365,0.141,0.247,0.168,0.068,0.079,0.125,0.092,0.168,0.087,0.085,0.078,0.089,0.063,0.105,0.032,0.006,0.055,0.032,0.036,0.059,0.046,0.036,0.059,0.011,0.048,0.069,0.037,0.006,0.019,0.018,0.031,0.032,0.063,0.083,0.056,0.017,0.017,0.023,0.016,0.02,0.028,0.021,0.024,0.017,0.002,0.133,0.011,0.021,0.012
18083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,0.333,0,0.25,0.4,0.143,0.125,0.111,0,0.3,0,0.154,0,0,0.067,0,0,0.062,0.059,0,0,0,0,0.056,0.053,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.048,0,0,0.045,0,0,0,0
18085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,0.333,0.25,0,0,0.6,0.375,0.091,0.167,0,0.143,0,0.062,0,0.059,0,0.056,0,0.105,0.048,0,0,0,0,0.045,0.043,0.042,0.08,0.074,0.034,0.033,0.097,0.029,0.057,0,0,0.027,0.026,0.026,0,0,0,0.05,0.095,0.043,0.021,0.041,0.098,0.036,-0.017
18087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0.5,0,0,0.167,0.286,0.111,0.2,0.083,0,0.077,0.071,0.067,-0.062,0.067,0.062,0.059,0,0.056,0,0.105,0.048,0.045,0.043,0,0.042,0.04,0.077,0.036,0.069,0.097,0.088,0,0,0.027,0.026,0,0.077,0,0.119,0.043,0.02,0
18089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.333,0.5,0.167,0.429,0.1,0.545,0.118,0.632,0.516,0.447,0.25,0.141,0.505,0.233,0.194,0.135,0.283,0.07,0.101,0.133,0.103,0.139,0.097,0.174,0.101,0.07,0.029,0.07,0.116,0.049,0.067,0.009,0.07,0.038,0.053,0.042,0.074,0.048,0.012,0.045,0.081,0.043,0.033,0.046,0.032,0.021,0.03,0.03,0.033,0.024,0.031,0.014,0.022,0.019,0.017,0.021,0.037,0.023,0.024,0.011
18091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5,0,0.333,0.375,0.273,0.214,0.118,0.105,0,0.19,0.12,0.071,0.033,0,0.065,0.03,0.059,0.167,1.667,0.152,0.039,0.045,0,0,0.029,0.028,0.007,0.047,0.205,0.021,0.036,0.05,0.043,0.028,0.022,0.096,0.012,0.055,0.06,0.067,0.013,0.046,0.009,0.015,0.018,0.015,0.018,0.017,0.009,0.008
18093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1.5,-0.2,1,0.125,0,0.222,0.091,0.833,0.636,0.083,0,0.128,0.25,0.018,0.054,0.068,0.079,0.044,0.028,0,0.014,0.027,0.013,0.026,0.025,0.025,0,0.036,0.012,0.057,0,0.022,0.021,-0.01,0.053,0,0.06,0,0.028,0.009,0.018,0.009,0.027,0.009,0,0.034,0.017,0.016,0,0.024,0.047,0
18095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0.5,0,0.333,0,0.75,0.714,0.5,0.611,0.31,0.211,0.348,0.081,0.075,0.194,0.174,0.356,0.044,0.021,0.397,0.152,0.081,0.028,0.008,0.038,0.037,0.078,0.059,0.028,0.024,0.018,0.014,0.023,0.056,0.042,-0.003,0.025,0.012,0.02,0.026,0.021,0.014,0.011,0.025,0.004,0.022,0.025,0.01,0.037,0.012,0.012,0.006,0.029,0,0.015,0.006,0.009
18097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0.5,1,0.167,0.286,0.222,0.727,0.316,0.84,0.783,0.341,0.464,0.404,0.296,0.652,0.207,0.158,0.189,0.199,0.159,0.167,0.096,0.099,0.121,0.111,0.095,0.07,0.055,0.077,0.055,0.053,0.043,0.017,0.046,0.036,0.06,0.03,0.073,0.042,0.031,0.021,0.034,0.029,0.042,0.015,0.036,0.031,0.043,0.044,0.04,0.04,0.032,0.024,0.015,0.049,0.029,0.024,0.024,0.012,0.024,0.016,0.01,0.012,0.027,0.02,0.018
18099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-0.25,0,0,0,0,0.333,0,0,0.5,0.333,0.25,0.1,0,0.091,0.167,0.357,-0.105,0,0.118,0.053,0.1,0,0.045,0.043,0,0.083,-0.038,0,0.04,0.038,0.074,-0.034,0,0.036,0.034,0,0.033,0,0.032,-0.031,0,0,0.032,0.031,0.03,0.059,0.028,0.054,0,0.026,0.075
18101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,-0.5,1,0,0,1.5,0,0,0,0,0,0,0,0.2,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2,0,0,0.333,0.25,0.6,-0.125,0,0.286,0.333,0.083,0.077,0.071,0.067,0,0.062,0,0.294,-0.045,0,0.048,0,0.182,0.038,0.148,0.226,0.105,0.548,0.446,0.032,0.041,0.04,0.029,0.019,0.055,0.034,0.008,0.008,0,0.008,0.008,0.016,0.008,0.039,-0.015,0,0,0.008,0
18105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0.333,0.5,0.5,0.778,0.375,0.182,0.154,0.1,0.091,0.111,0.125,0.067,0.062,0.059,0.111,0.017,0.148,0.071,0.107,0.048,0.046,0.044,0.074,0.059,0.046,0.009,0,0.009,0.026,0,0,0.017,0,0,0.017,0,0.008,0.024,0.032,0,0.008,0.008,0.023,0.015,0.029,0.007,0.007,0.014,0,0,0.007,-0.014,0,0.042
18107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.5,0.333,0.25,0.2,0,0,0.667,0.2,0.167,0,0.071,0.067,0.062,0.118,0.053,0.05,0.048,0,0.045,0.087,0,0,0,0,0.04,0,0.038,0.074,0,0.034,0.1,0.061,0.057,0.081,0.675,0.313,0.091,0.042,0.02,0.039,0.038,0.009,0.036,0.096,0.016,0.102,0.028,0.021,0.047,0.039,0.05,0.03
18109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0.667,0.4,0.429,0.4,0.429,0.15,0.391,0.281,0.171,0.083,0.154,0.083,0.169,0.039,0.038,0,0.085,0.056,0.074,0.02,0.01,0.01,0.029,0.028,0,0.045,0.026,0.042,0,0.008,0.024,0.039,-0.015,0.015,0.03,0.036,0.092,0.026,0.025,0.018,0.03,0.018,0.029,0.039,-0.005,0.065,0.015,0.055,0.009,0.075,0.009,0.069,0.004,0.012
18111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3,0,0.5,0,0,0.167,0.286,1.889,0.038,0.074,0,0,0,0.069,0,0,0.065,0.152,0.053,0,0.1,0.045,0.043,0,0,0,0.292,0.016,0,0.016,-0.016,0,0,0.048,0,0,0,0.045,0,0,0.043,0,0
18113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0.667,0.8,0.222,-0.091,0.1,0,0.182,0.077,0,0,0.071,0.133,0.471,0.08,0.074,0.172,0.059,0.056,0.053,0.125,0.044,0.085,0,0.059,0.056,0.035,0.169,0.014,0.029,0.181,-0.012,0.036,0.414,0.008,0.008,0.024,0.008,0.031,0.023,0.007,0.044,0.014,0.021,0.007,0.027
18115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0.333,0,0,0,0,0.25,0.2,0,0.167,0,0,0.286,0,0,0.111,0.1,0,0,0.091,0
18117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0.5,0,0,0.667,0,0.4,0.286,0.556,-0.214,0.091,0.083,0.231,0.062,0.059,0,0.056,0.158,0.091,0.042,0.2,0.133,0,0.118,0.026,0.436,0.018,0.053,0,0.05,0.016,0.188,0.329,0.03,0,0.01,0.01,0.009,0,0.019,0.046,0.009,-0.009,0.044,0.008,0.008,0.008,0,0.016
18119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,0.25,0.4,0.286,0.111,0.1,0.091,0,0.083,0,0.154,0,0.133,0,0,0.059,0,0.056,0,0,0,0.105,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0.045,0,0.043,0,0.042,-0.04,0,0,0.083,0.077,0,0,-0.036,0,0,0,0,0
18121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1.5,0.2,-0.167,0,0.2,0.167,0,0,0,0,0,0.143,-0.125,0.286,0,0,0,0.111,0.1,0.091,0,0,0,0,0,0.25,0,0,0,0.067,0,0,0.062,0.118,0.053,-0.05,0,0,0,0.053,0.05,0
18123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.333,0,0,0.25,0,0.2,0,0,0,0,0,0,1.167,0.154,0,0,0,0.133,0,0,0,0,0.118,0.105,0.095,0.043,0.167,-0.071,0.077,0,0.036,0,0
18125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.667,0
18127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.667,0.2,0.5,0.556,0.071,0.4,0.286,0.296,0.286,0.133,0.157,0.339,0.063,0.012,0.094,0.022,0.126,0.103,0.017,0.058,0.024,0.1,0.084,0.084,0.042,0.029,0.017,0.055,0.026,0.03,0.029,0.01,0.033,0.059,0.017,0.03,0.008,0.041,0.008,0.023,0.03,0.055,0.049,0.03,0.019,0.016,0.056,0.068,0.025,0.024,0.024,0.018,0.015
18129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.5,0,0.333,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.167,0,0.143,0,0,0,0.125,0,0,0,0,0.222,0.091,0,0,0.083,0.077,0,0.071,0,0,0,0,0.067,0,0,0,0,0
18131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.75,0.286,0.444,0.385,0.167,0.095,0,0.087,0.04,0.115,0,0,0.069,0.065,0,0.03,0,0,0,0,0,0,0,0
